ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,address,block,city,coordinates,county_fips,geocoded_address,id,is_exact,is_match,latitude,longitude,returned_address,side,state,state_fips,tiger_line,tract,zipcode
10X319,X,2,X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,High school,1,10,10,NY,10457,CAROL WIGGINS,718-294-0230,718-584-7809,"09,10,11,12,SE",560 EAST 179 STREET,3000,BRONX,"-73.893394,40.84848",5,"560 EAST 179 STREET, BRONX, NY, 10457",177,Exact,Match,40.84848,-73.893394,"560 E 179TH ST, BRONX, NY, 10457",R,NY,36,80301488,37504,10457
10X118,X,2,X118,J.H.S. 118 WILLIAM W. NILES,Junior High-Intermediate-Middle,1,10,10,NY,10457,ELIZABETH LAWRENCE,718-584-2330,718-584-7763,"06,07,08,SE",577 EAST 179 STREET,2003,BRONX,"-73.893135,40.848366",5,"577 EAST 179 STREET, BRONX, NY, 10457",178,Exact,Match,40.848366,-73.893135,"577 E 179TH ST, BRONX, NY, 10457",L,NY,36,80301489,37504,10457
09X028,X,2,X028,P.S. 028 MOUNT HOPE,Elementary,1,9,9,NY,10457,Marie Barresi,718-583-6444,718-583-6537,"PK,0K,01,02,03,04,05,SE",1861 ANTHONY AVENUE,2000,BRONX,"-73.90368,40.847565",5,"1861 ANTHONY AVENUE, BRONX, NY, 10457",179,Exact,Match,40.847565,-73.90368,"1861 ANTHONY AVE, BRONX, NY, 10457",L,NY,36,80301060,23302,10457
84X422,X,2,X422,CARL C. ICAHN SOUTH BRONX CHARTER SCHOOL,K-8,2,8,84,NY,10453,Midga Agosto,718-716-8105,718-716-6716,"0K,01,02,03,04",108 WEST 174 STREET,3001,BRONX,"-73.918106,40.847015",5,"108 WEST 174 STREET, BRONX, NY, 10453",180,Exact,Match,40.847015,-73.918106,"108 W 174TH ST, BRONX, NY, 10453",L,NY,36,80299614,21502,10453
12X092,X,2,X092,P.S. 092 BRONX,Elementary,1,12,12,NY,10457,MANUEL ESTRELLA,718-731-7900,718-294-1561,"PK,0K,01,02,03,04,05,SE",700 EAST 179 STREET,2003,BRONX,"-73.889885,40.84675",5,"700 EAST 179 STREET, BRONX, NY, 10457",181,Exact,Match,40.84675,-73.889885,"700 E 179TH ST, BRONX, NY, 10457",R,NY,36,80301540,37100,10457
06M115,M,1,M115,P.S. 115 ALEXANDER HUMBOLDT,Elementary,1,6,6,NY,10033,ANGELA RODRIGUEZ,212-927-9233,212-795-4051,"PK,0K,01,02,03,04,05,SE",586 WEST 177 STREET,2001,MANHATTAN,"-73.93523,40.846554",61,"586 WEST 177 STREET, MANHATTAN, NY, 10033",182,Non_Exact,Match,40.846554,-73.93523,"586 W 177TH ST, NEW YORK, NY, 10033",L,NY,36,59655623,26100,10033
09X058,X,2,X058,P.S. 058,Elementary,1,9,9,NY,10457,VELMA GUNN,718-583-6866,718-583-6895,"0K,01,02,03,04,05,SE",459 EAST 176 STREET,4003,BRONX,"-73.899155,40.846123",5,"459 EAST 176 STREET, BRONX, NY, 10457",183,Exact,Match,40.846123,-73.899155,"459 E 176TH ST, BRONX, NY, 10457",L,NY,36,80301158,39500,10457
08X071,X,2,X071,P.S. 071 ROSE E. SCALA,K-8,1,8,8,NY,10461,LANCE COOPER,718-822-5351,718-239-3111,"0K,01,02,03,04,05,06,07,08,SE",3040 ROBERTS AVENUE,1003,BRONX,"-73.829475,40.845924",5,"3040 ROBERTS AVENUE, BRONX, NY, 10461",184,Exact,Match,40.845924,-73.829475,"3040 ROBERTS AVE, BRONX, NY, 10461",R,NY,36,80306748,26602,10461
12X300,X,2,X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,Elementary,1,12,12,NY,10457,VENESSA SINGLETON,718-584-6310,718-220-1370,"PK,0K,01,02,03,04,05,SE",2050 PROSPECT AVENUE,2000,BRONX,"-73.88768,40.84592",5,"2050 PROSPECT AVENUE, BRONX, NY, 10457",185,Exact,Match,40.84592,-73.88768,"2050 PROSPECT AVE, BRONX, NY, 10457",R,NY,36,80301638,37100,10457
12X129,X,2,X129,P.S. 129 TWIN PARKS UPPER,Junior High-Intermediate-Middle,1,12,12,NY,10460,YVETTE BEASLEY,718-933-5976,718-933-8132,"06,07,08,SE",2055 MAPES AVENUE,2000,BRONX,"-73.8863,40.845707",5,"2055 MAPES AVENUE, BRONX, NY, 10460",186,Exact,Match,40.845707,-73.8863,"2055 MAPES AVE, BRONX, NY, 10460",L,NY,36,80301644,37100,10460
12X316,X,2,X316,KAPPA III,Junior High-Intermediate-Middle,1,12,12,NY,10460,ELISA ALVAREZ,718-561-3580,718-561-3719,"06,07,08,SE",2055 MAPES AVENUE,2000,BRONX,"-73.8863,40.845707",5,"2055 MAPES AVENUE, BRONX, NY, 10460",187,Exact,Match,40.845707,-73.8863,"2055 MAPES AVE, BRONX, NY, 10460",L,NY,36,80301644,37100,10460
06M173,M,1,M173,P.S. 173,Elementary,1,6,6,NY,10033,DAWN BOURSIQUOT,212-927-7850,212-740-0905,"PK,0K,01,02,03,04,05,SE",306 FORT WASHINGTON AVENUE,4005,MANHATTAN,"-73.94049,40.84542",61,"306 FORT WASHINGTON AVENUE, MANHATTAN, NY, 10033",188,Non_Exact,Match,40.84542,-73.94049,"306 FORT WASHINGTON AVE, NEW YORK, NY, 10033",R,NY,36,642471927,26300,10033
06M349,M,1,M349,HARBOR HEIGHTS,Junior High-Intermediate-Middle,1,6,6,NY,10033,MONICA KLEHR,212-568-6052,212-568-7959,"06,07,08",306 FORT WASHINGTON AVENUE,4005,MANHATTAN,"-73.94049,40.84542",61,"306 FORT WASHINGTON AVENUE, MANHATTAN, NY, 10033",189,Non_Exact,Match,40.84542,-73.94049,"306 FORT WASHINGTON AVE, NEW YORK, NY, 10033",R,NY,36,642471927,26300,10033
09X231,X,2,X231,EAGLE ACADEMY FOR YOUNG MEN,High school,1,9,9,NY,10457,JONATHAN FOY,718-410-4210,718-410-3982,"09,10,11,12,SE",4143 THIRD AVENUE,4008,BRONX,"-73.897026,40.844994",5,"4143 THIRD AVENUE, BRONX, NY, 10457",190,Exact,Match,40.844994,-73.897026,"4143 3RD AVE, BRONX, NY, 10457",L,NY,36,638793806,39500,10457
09X236,X,2,X236,P.S. 236 LANGSTON HUGHES,Elementary,1,9,9,NY,10457,BEVERLY ELLIS,718-583-7510,718-583-7512,"PK,0K,01,02,SE",499 EAST 175 STREET,4007,BRONX,"-73.89847,40.84445",5,"499 EAST 175 STREET, BRONX, NY, 10457",191,Exact,Match,40.84445,-73.89847,"499 E 175TH ST, BRONX, NY, 10457",L,NY,36,80301320,39500,10457
09X070,X,2,X070,P.S. 070 MAX SCHOENFELD,Elementary,1,9,9,NY,10457,KERRY CASTELLANO,718-583-6000,718-583-6006,"0K,01,02,03,04,05,SE",1691 WEEKS AVENUE,1002,BRONX,"-73.907616,40.84426",5,"1691 WEEKS AVENUE, BRONX, NY, 10457",192,Exact,Match,40.84426,-73.907616,"1691 WEEKS AVE, BRONX, NY, 10457",L,NY,36,80299940,22902,10457
09X170,X,2,X170,P.S. 170,Early Childhood,1,9,9,NY,10452,NANCY RAMOS,718-583-0662,718-583-0685,"0K,01,02,SE",1598 TOWNSEND AVENUE,1004,BRONX,"-73.91369,40.844204",5,"1598 TOWNSEND AVENUE, BRONX, NY, 10452",193,Exact,Match,40.844204,-73.91369,"1598 TOWNSEND AVE, BRONX, NY, 10452",R,NY,36,80299634,22702,10452
11X498,X,2,X498,VAN NEST ACADEMY,K-8,1,11,11,NY,10462,Carol Gilligan,718-409-3001,718-409-3002,"0K,01,06,SE",1640 BRONXDALE AVE,2004,BRONX,"-73.857765,40.84416",5,"1640 BRONXDALE AVE, BRONX, NY, 10462",194,Exact,Match,40.84416,-73.857765,"1640 BRONXDALE AVE, BRONX, NY, 10462",R,NY,36,80311743,24400,10462
84X378,X,2,X378,CARL C. ICAHN BRONX NORTH CHARTER SCHOOL,Elementary,2,8,84,NY,10462,Brenda Carrasquillo,718-828-6107,718-828-7308,"0K,01,02,03,04,05",1640 BRONXDALE AVE,2004,BRONX,"-73.857765,40.84416",5,"1640 BRONXDALE AVE, BRONX, NY, 10462",195,Exact,Match,40.84416,-73.857765,"1640 BRONXDALE AVE, BRONX, NY, 10462",R,NY,36,80311743,24400,10462
12X067,X,2,X067,P.S. 067 MOHEGAN SCHOOL,Elementary,1,12,12,NY,10460,EMILY GRIMBALL,718-589-8090,718-589-7399,"PK,0K,01,02,03,04,05,SE",2024 MOHEGAN AVENUE,4004,BRONX,"-73.8848,40.843937",5,"2024 MOHEGAN AVENUE, BRONX, NY, 10460",196,Exact,Match,40.843937,-73.8848,"2024 MOHEGAN AVE, BRONX, NY, 10460",R,NY,36,80301813,36300,10460
12X372,X,2,X372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,Junior High-Intermediate-Middle,1,11,12,NY,10460,MARK OSSENHEIMER,718-991-2695,718-991-2980,"06,07,08,09,SE",2024 MOHEGAN AVENUE,4004,BRONX,"-73.8848,40.843937",5,"2024 MOHEGAN AVENUE, BRONX, NY, 10460",197,Exact,Match,40.843937,-73.8848,"2024 MOHEGAN AVE, BRONX, NY, 10460",R,NY,36,80301813,36300,10460
11X175,X,2,X175,P.S. 175 CITY ISLAND,K-8,1,11,11,NY,10464,Amy Lipson,718-885-1093,718-885-2315,"0K,01,02,03,04,05,06,07,08,SE",200 CITY ISLAND AVENUE,3012,BRONX,"-73.78517,40.843723",5,"200 CITY ISLAND AVENUE, BRONX, NY, 10464",198,Exact,Match,40.843723,-73.78517,"200 CITY ISLAND AVE, BRONX, NY, 10464",R,NY,36,80307901,51600,10464
09X525,X,2,X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,High school,1,9,9,NY,10457,"Kenneth Gaskins,Jr.",718-299-4274,718-299-4707,"09,10,11,12,SE",1710 WEBSTER AVENUE,1020,BRONX,"-73.90323,40.843616",5,"1710 WEBSTER AVENUE, BRONX, NY, 10457",199,Exact,Match,40.843616,-73.90323,"1710 WEBSTER AVE, BRONX, NY, 10457",R,NY,36,80301241,16500,10457
12X211,X,2,X211,P.S. 211,K-8,1,12,12,NY,10457,Betty Gonzalez-Soto,718-901-0436,718-901-4681,"PK,0K,01,02,03,04,05,06,07,08,SE",1919 PROSPECT AVENUE,1001,BRONX,"-73.88988,40.8434",5,"1919 PROSPECT AVENUE, BRONX, NY, 10457",200,Exact,Match,40.8434,-73.88988,"1919 PROSPECT AVE, BRONX, NY, 10457",L,NY,36,80301718,36901,10457
12X318,X,2,X318,"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",Junior High-Intermediate-Middle,1,12,12,NY,10457,MARIA LOPEZ,718-294-8504,718-901-0778,"06,07,08,SE",1919 PROSPECT AVENUE,1001,BRONX,"-73.88988,40.8434",5,"1919 PROSPECT AVENUE, BRONX, NY, 10457",201,Exact,Match,40.8434,-73.88988,"1919 PROSPECT AVE, BRONX, NY, 10457",L,NY,36,80301718,36901,10457
09X199,X,2,X199,P.S. 199X - THE SHAKESPEARE SCHOOL,Elementary,1,9,9,NY,10452,LILIA NAVARRETE,718-681-7172,718-681-7176,"PK,0K,01,02,03,04,05,SE",1449 SHAKESPEARE AVENUE,3000,BRONX,"-73.92049,40.84304",5,"1449 SHAKESPEARE AVENUE, BRONX, NY, 10452",202,Exact,Match,40.84304,-73.92049,"1449 SHAKESPEARE AVE, BRONX, NY, 10452",L,NY,36,80299430,21302,10452
09X004,X,2,X004,P.S./M.S. 004 CROTONA PARK WEST,K-8,1,9,9,NY,10457,VINCENT RESTO,718-583-6655,718-583-6668,"0K,01,02,03,04,05,06,07,08,SE",1701 FULTON AVENUE,1013,BRONX,"-73.89743,40.842186",5,"1701 FULTON AVENUE, BRONX, NY, 10457",203,Exact,Match,40.842186,-73.89743,"1701 FULTON AVE, BRONX, NY, 10457",L,NY,36,642559047,16500,10457
09X276,X,2,X276,LEADERSHIP INSTITUTE,High school,1,9,9,NY,10457,MARTA COLON,718-299-7490,,"09,10,11,12,SE",1701 FULTON AVENUE,1013,BRONX,"-73.89743,40.842186",5,"1701 FULTON AVENUE, BRONX, NY, 10457",204,Exact,Match,40.842186,-73.89743,"1701 FULTON AVE, BRONX, NY, 10457",L,NY,36,642559047,16500,10457
12X044,X,2,X044,P.S. 044 DAVID C. FARRAGUT,Elementary,1,12,12,NY,10457,Donna Ferguson,718-583-2360,718-901-4068,"PK,0K,01,02,03,04,05,SE",1825 PROSPECT AVENUE,2000,BRONX,"-73.891235,40.841984",5,"1825 PROSPECT AVENUE, BRONX, NY, 10457",205,Exact,Match,40.841984,-73.891235,"1825 PROSPECT AVE, BRONX, NY, 10457",L,NY,36,80301722,36902,10457
12X341,X,2,X341,ACCION ACADEMY,Junior High-Intermediate-Middle,1,12,12,NY,10457,ADRIAN MANUEL,718-294-0514,718-294-3869,"06,07,08,SE",1825 PROSPECT AVENUE,2000,BRONX,"-73.891235,40.841984",5,"1825 PROSPECT AVENUE, BRONX, NY, 10457",206,Exact,Match,40.841984,-73.891235,"1825 PROSPECT AVE, BRONX, NY, 10457",L,NY,36,80301722,36902,10457
12X684,X,2,X684,WINGS ACADEMY,High school,1,12,12,NY,10460,WAYNE COX,718-597-1751,718-931-8366,"09,10,11,12,SE",1122 EAST 180 STREET,1007,BRONX,"-73.8754,40.84181",5,"1122 EAST 180 STREET, BRONX, NY, 10460",207,Exact,Match,40.84181,-73.8754,"1122 E 180TH ST, BRONX, NY, 10460",R,NY,36,80310519,22000,10460
75X721,X,2,X721,P.S. X721 - STEPHEN MCSWEENEY SCHOOL,Secondary School,1,11,75,NY,10461,Jean Marie Chin,718-597-6404,718-829-5752,"06,07,08,09,10,11,12,SE",2697 WESTCHESTER AVENUE,1018,BRONX,"-73.84019,40.841644",5,"2697 WESTCHESTER AVENUE, BRONX, NY, 10461",208,Exact,Match,40.841644,-73.84019,"2697 WESTCHESTER AVE, BRONX, NY, 10461",L,NY,36,80312702,28400,10461
06M128,M,1,M128,P.S. 128 AUDUBON,Elementary,1,6,6,NY,10032,Rosa Argelia Arredondo,212-927-0607,212-781-8002,"PK,0K,01,02,03,04,05,SE",560 WEST 169 STREET,2001,MANHATTAN,"-73.93829,40.841232",61,"560 WEST 169 STREET, MANHATTAN, NY, 10032",209,Non_Exact,Match,40.841232,-73.93829,"560 W 169TH ST, NEW YORK, NY, 10032",L,NY,36,59655700,25100,10032
09X313,X,2,X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,Junior High-Intermediate-Middle,1,9,9,NY,10457,LAUREN WILKINS,718-583-1736,718-299-5559,"06,07,08,SE",1600 WEBSTER AVENUE,2007,BRONX,"-73.904724,40.840935",5,"1600 WEBSTER AVENUE, BRONX, NY, 10457",210,Exact,Match,40.840935,-73.904724,"1600 WEBSTER AVE, BRONX, NY, 10457",R,NY,36,80301217,16700,10457
09X339,X,2,X339,I.S. 339,Junior High-Intermediate-Middle,1,9,9,NY,10457,JASON LEVY,718-583-6767,718-583-0281,"06,07,08,SE",1600 WEBSTER AVENUE,2007,BRONX,"-73.904724,40.840935",5,"1600 WEBSTER AVENUE, BRONX, NY, 10457",211,Exact,Match,40.840935,-73.904724,"1600 WEBSTER AVE, BRONX, NY, 10457",R,NY,36,80301217,16700,10457
08X293,X,2,X293,RENAISSANCE HIGH SCHOOL OF MUSICAL THEATER & TECHN,High school,1,8,8,NY,10461,MARIA N HERRERA,718-430-6390,718-430-6308,"09,10,11,12,SE",3000 EAST TREMONT AVENUE,1000,BRONX,"-73.8383,40.840633",5,"3000 EAST TREMONT AVENUE, BRONX, NY, 10461",212,Exact,Match,40.840633,-73.8383,"3000 E TREMONT AVE, BRONX, NY, 10461",R,NY,36,640823436,19400,10461
08X405,X,2,X405,HERBERT H. LEHMAN HIGH SCHOOL,High school,1,8,8,NY,10461,Dr. Janet Saraceno,718-904-4200,718-904-4285,"09,10,11,12,SE",3000 EAST TREMONT AVENUE,1000,BRONX,"-73.8383,40.840633",5,"3000 EAST TREMONT AVENUE, BRONX, NY, 10461",213,Exact,Match,40.840633,-73.8383,"3000 E TREMONT AVE, BRONX, NY, 10461",R,NY,36,640823436,19400,10461
12X006,X,2,X006,P.S. 006 WEST FARMS,Elementary,1,12,12,NY,10460,Darlene McWhales,718-542-7676,718-589-7278,"PK,0K,01,02,03,04,05,SE",1000 EAST TREMONT AVENUE,1006,BRONX,"-73.88143,40.840614",5,"1000 EAST TREMONT AVENUE, BRONX, NY, 10460",214,Exact,Match,40.840614,-73.88143,"1000 E TREMONT AVE, BRONX, NY, 10460",R,NY,36,80301882,35900,10460
84X705,X,2,X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,Elementary,2,9,84,NY,10452,Marilyn Calo,718-410-8100,718-410-8800,"0K,01,02,03,04,05,06,07",14 WEST 170 STREET,1006,BRONX,"-73.9184,40.84046",5,"14 WEST 170 STREET, BRONX, NY, 10452",215,Exact,Match,40.84046,-73.9184,"14 W 170TH ST, BRONX, NY, 10452",L,NY,36,80299791,21900,10452
09X227,X,2,X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,High school,1,9,9,NY,10457,D White,718-410-4077,718-293-9567,"09,10,11,12,SE",240 EAST 172 STREET,4000,BRONX,"-73.91092,40.840427",5,"240 EAST 172 STREET, BRONX, NY, 10457",216,Exact,Match,40.840427,-73.91092,"240 E 172ND ST, BRONX, NY, 10457",R,NY,36,80299920,22500,10457
09X239,X,2,X239,URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZENSHIP,High school,1,9,9,NY,10457,Avis Terrell,718-293-6768,718-293-4084,"09,10,11,12,SE",240 EAST 172 STREET,4000,BRONX,"-73.91092,40.840427",5,"240 EAST 172 STREET, BRONX, NY, 10457",217,Exact,Match,40.840427,-73.91092,"240 E 172ND ST, BRONX, NY, 10457",R,NY,36,80299920,22500,10457
09X329,X,2,X329,DREAMYARD PREPARATORY SCHOOL,High school,1,9,9,NY,10457,ROD BOWEN,718-410-4242,718-410-4312,"09,10,11,12,SE",240 EAST 172 STREET,4000,BRONX,"-73.91092,40.840427",5,"240 EAST 172 STREET, BRONX, NY, 10457",218,Exact,Match,40.840427,-73.91092,"240 E 172ND ST, BRONX, NY, 10457",R,NY,36,80299920,22500,10457
09X412,X,2,X412,BRONX HIGH SCHOOL OF BUSINESS,High school,1,9,9,NY,10457,ENRIQUE LIZARDI,718-410-4060,718-992-5760,"09,10,11,12,SE",240 EAST 172 STREET,4000,BRONX,"-73.91092,40.840427",5,"240 EAST 172 STREET, BRONX, NY, 10457",219,Exact,Match,40.840427,-73.91092,"240 E 172ND ST, BRONX, NY, 10457",R,NY,36,80299920,22500,10457
09X413,X,2,X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,Secondary School,1,9,9,NY,10457,WILLIAM QUINTANA,718-410-4040,718-992-4129,"06,07,08,09,10,11,12,SE",240 EAST 172 STREET,4000,BRONX,"-73.91092,40.840427",5,"240 EAST 172 STREET, BRONX, NY, 10457",220,Exact,Match,40.840427,-73.91092,"240 E 172ND ST, BRONX, NY, 10457",R,NY,36,80299920,22500,10457
09X414,X,2,X414,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICA,High school,1,9,9,NY,10457,NASIB HOXHA,718-992-3709,718-992-4170,"09,10,11,12,SE",240 EAST 172 STREET,4000,BRONX,"-73.91092,40.840427",5,"240 EAST 172 STREET, BRONX, NY, 10457",221,Exact,Match,40.840427,-73.91092,"240 E 172ND ST, BRONX, NY, 10457",R,NY,36,80299920,22500,10457
75X012,X,2,X012,P.S. X012 LEWIS AND CLARK SCHOOL,K-12 all grades,1,11,75,NY,10461,KUVANA JONES,718-409-9040,718-931-8121,"05,06,07,08,09,10,11,12,SE",2555 TRATMAN AVENUE,1008,BRONX,"-73.84445,40.840115",5,"2555 TRATMAN AVENUE, BRONX, NY, 10461",222,Exact,Match,40.840115,-73.84445,"2555 TRATMAN AVE, BRONX, NY, 10461",L,NY,36,80305599,20000,10461
09X064,X,2,X064,P.S. 064 PURA BELPRE,Elementary,1,9,9,NY,10452,Tara Obrien,718-681-8088,718-537-6015,"0K,01,02,03,04,05,SE",1425 WALTON AVENUE,2001,BRONX,"-73.915565,40.840096",5,"1425 WALTON AVENUE, BRONX, NY, 10452",223,Exact,Match,40.840096,-73.915565,"1425 WALTON AVE, BRONX, NY, 10452",L,NY,36,80299827,22300,10452
09X241,X,2,X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,Secondary School,1,9,9,NY,10457,KENNETH BAUM,718-466-7800,718-466-7801,"06,07,08,09,10,11,12,SE",1595 BATHGATE AVENUE,2005,BRONX,"-73.90102,40.839767",5,"1595 BATHGATE AVENUE, BRONX, NY, 10457",224,Exact,Match,40.839767,-73.90102,"1595 BATHGATE AVE, BRONX, NY, 10457",L,NY,36,80301274,16700,10457
09X252,X,2,X252,MOTT HALL BRONX HIGH SCHOOL,High school,1,9,9,NY,10457,DAVID TINAGERO,718-466-6800,718-466-6801,"09,10,11,12,SE",1595 BATHGATE AVENUE,2005,BRONX,"-73.90102,40.839767",5,"1595 BATHGATE AVENUE, BRONX, NY, 10457",225,Exact,Match,40.839767,-73.90102,"1595 BATHGATE AVE, BRONX, NY, 10457",L,NY,36,80301274,16700,10457
09X263,X,2,X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEAR,High school,1,9,9,NY,10457,BRADY SMITH,718-466-4000,718-466-4001,"09,10,11,12,SE",1595 BATHGATE AVENUE,2005,BRONX,"-73.90102,40.839767",5,"1595 BATHGATE AVENUE, BRONX, NY, 10457",226,Exact,Match,40.839767,-73.90102,"1595 BATHGATE AVE, BRONX, NY, 10457",L,NY,36,80301274,16700,10457
06M319,M,1,M319,M.S. 319 - MARIA TERESA,Junior High-Intermediate-Middle,1,6,6,NY,10032,YSIDRO ABREU,212-923-3827,212-923-3676,"06,07,08,SE",21 JUMEL PLACE,1002,MANHATTAN,"-73.935844,40.83973",61,"21 JUMEL PLACE, MANHATTAN, NY, 10032",227,Non_Exact,Match,40.83973,-73.935844,"21 JUMEL PL, NEW YORK, NY, 10032",R,NY,36,59655829,24900,10032
06M324,M,1,M324,M.S. 324 - PATRIA,Junior High-Intermediate-Middle,1,6,6,NY,10032,JANET HELLER,212-923-4057,212-923-4626,"06,07,08,SE",21 JUMEL PLACE,1002,MANHATTAN,"-73.935844,40.83973",61,"21 JUMEL PLACE, MANHATTAN, NY, 10032",228,Non_Exact,Match,40.83973,-73.935844,"21 JUMEL PL, NEW YORK, NY, 10032",R,NY,36,59655829,24900,10032
09X011,X,2,X011,P.S. 011 HIGHBRIDGE,Elementary,1,9,9,NY,10452,ELIZABETH HACHAR,718-681-7553,718-681-7711,"0K,01,02,03,04,05,SE",1257 OGDEN AVENUE,3001,BRONX,"-73.92574,40.83931",5,"1257 OGDEN AVENUE, BRONX, NY, 10452",229,Exact,Match,40.83931,-73.92574,"1257 OGDEN AVE, BRONX, NY, 10452",L,NY,36,80299411,20100,10452
06M008,M,1,M008,P.S. 008 LUIS BELLIARD,Elementary,1,6,6,NY,10032,RAFAELA LANDIN,212-928-4364,212-928-4072,"0K,01,02,03,04,05,SE",465 WEST 167 STREET,1004,MANHATTAN,"-73.937,40.839172",61,"465 WEST 167 STREET, MANHATTAN, NY, 10032",230,Non_Exact,Match,40.839172,-73.937,"465 W 167TH ST, NEW YORK, NY, 10032",R,NY,36,59655814,24900,10032
12X214,X,2,X214,P.S. 214,K-8,1,12,12,NY,10460,DAVID CINTRON,718-589-6728,718-328-7762,"PK,0K,01,02,03,04,05,06,07,08,SE",1970 WEST FARMS ROAD,1005,BRONX,"-73.88065,40.839092",5,"1970 WEST FARMS ROAD, BRONX, NY, 10460",231,Exact,Match,40.839092,-73.88065,"1970 W FARMS RD, BRONX, NY, 10460",R,NY,36,80302968,6000,10460
12X383,X,2,X383,EMOLIOR ACADEMY,Junior High-Intermediate-Middle,1,12,12,NY,10460,DERICK SPAULDING,718-842-2670,718-842-2857,"06,07,08,SE",1970 WEST FARMS ROAD,1005,BRONX,"-73.88065,40.839092",5,"1970 WEST FARMS ROAD, BRONX, NY, 10460",232,Exact,Match,40.839092,-73.88065,"1970 W FARMS RD, BRONX, NY, 10460",R,NY,36,80302968,6000,10460
84X703,X,2,X703,BRONX PREP CHARTER SCHOOL,Secondary School,2,9,84,NY,10457,Jacqueline King-Robinson,718-294-0841,718-294-2381,"05,06,07,08,09,10,11,12",3872 THIRD AVENUE,1000,BRONX,"-73.90067,40.838882",5,"3872 THIRD AVENUE, BRONX, NY, 10457",233,Exact,Match,40.838882,-73.90067,"3872 3RD AVE, BRONX, NY, 10457",R,NY,36,80301346,16700,10457
84X717,X,2,X717,CARL C. ICAHN CHARTER SCHOOL,K-8,2,9,84,NY,10457,Daniel Garcia,718-716-8105,718-294-6596,"0K,01,02,03,04,05,06,07,08",1525 BROOK AVENUE,1003,BRONX,"-73.905045,40.83862",5,"1525 BROOK AVENUE, BRONX, NY, 10457",234,Exact,Match,40.83862,-73.905045,"1525 BROOK AVE, BRONX, NY, 10457",L,NY,36,80301237,16900,10457
09X042,X,2,X042,P.S. 042 CLAREMONT,Elementary,1,9,9,NY,10457,PATRICIA RIGOT KULOW,718-583-7366,718-583-7345,"PK,0K,01,02,03,04,05,SE",1537 WASHINGTON AVENUE,1001,BRONX,"-73.902985,40.83829",5,"1537 WASHINGTON AVENUE, BRONX, NY, 10457",235,Exact,Match,40.83829,-73.902985,"1537 WASHINGTON AVE, BRONX, NY, 10457",L,NY,36,80301268,16900,10457
11X127,X,2,X127,J.H.S. 127 THE CASTLE HILL,Junior High-Intermediate-Middle,1,11,11,NY,10462,HARRY SHERMAN,718-892-8600,718-892-8300,"06,07,08,SE",1560 PURDY STREET,1001,BRONX,"-73.853584,40.838203",5,"1560 PURDY STREET, BRONX, NY, 10462",236,Exact,Match,40.838203,-73.853584,"1560 PURDY ST, BRONX, NY, 10462",R,NY,36,80305407,22200,10462
12X102,X,2,X102,P.S. 102 JOSEPH O. LORETAN,Elementary,1,12,12,NY,10460,TANYUA TREZEVANTTE,718-792-4003,718-409-2626,"PK,0K,01,02,03,04,05,SE",1827 ARCHER STREET,1002,BRONX,"-73.86606,40.837624",5,"1827 ARCHER STREET, BRONX, NY, 10460",237,Exact,Match,40.837624,-73.86606,"1827 ARCHER ST, BRONX, NY, 10460",L,NY,36,80308502,21601,10460
12X691,X,2,X691,BRONX LITTLE SCHOOL,Elementary,1,12,12,NY,10460,JANICE GORDON,718-792-2650,718-792-4149,"PK,0K,01,02,03,04,05,SE",1827 ARCHER STREET,1002,BRONX,"-73.86606,40.837624",5,"1827 ARCHER STREET, BRONX, NY, 10460",238,Exact,Match,40.837624,-73.86606,"1827 ARCHER ST, BRONX, NY, 10460",L,NY,36,80308502,21601,10460
12X531,X,2,X531,Archer Elementary School,Elementary,1,12,12,NY,10460,Zak Haviland,718-935-3601,,"0K,01,02,03,04,05,06,SE",1827 ARCHER STREET,1002,BRONX,"-73.86606,40.837624",5,"1827 ARCHER STREET, BRONX, NY, 10460",239,Exact,Match,40.837624,-73.86606,"1827 ARCHER ST, BRONX, NY, 10460",L,NY,36,80308502,21601,10460
